LON,LAT,TIME,
119.32, 23.40, 127.4296,
119.32, 23.41, 133.0444,
119.42, 23.20,  85.7065,
119.42, 23.21,  86.5009,
119.43, 23.19,  85.7678,
119.43, 23.20,  86.5645,
119.43, 23.21,  87.6323,
119.43, 23.22,  89.0797,
119.44, 23.21,  89.1417,
119.44, 23.22,  90.9612,
119.47, 23.56, 134.0711,
119.48, 23.57, 134.0370,
119.49, 23.36, 139.6121,
119.49, 23.57, 135.2780,
119.50, 23.36, 141.1139,
119.50, 23.37, 140.4994,
119.50, 23.38, 140.0982,
119.50, 23.39, 139.9362,
119.50, 23.57, 136.7087,
119.50, 23.62, 131.4413,
119.51, 23.27, 125.4205,
119.51, 23.37, 140.3936,
119.51, 23.49, 142.2264,
119.51, 23.57, 138.5023,
119.51, 23.58, 135.8276,
119.51, 23.59, 134.5434,
119.51, 23.60, 133.5679,
119.51, 23.61, 132.6954,
119.51, 23.62, 131.9851,
119.51, 23.63, 131.3592,
119.51, 23.64, 130.7953,
119.52, 23.25, 123.4992,
119.52, 23.26, 124.7243,
119.52, 23.36, 139.7093,
119.52, 23.49, 143.8993,
119.52, 23.51, 144.8480,
119.52, 23.60, 134.5707,
119.52, 23.61, 133.6052,
119.52, 23.62, 132.6988,
119.52, 23.63, 131.9705,
119.52, 23.64, 131.3615,
119.52, 23.65, 130.7938,
119.53, 23.37, 139.7184,
119.53, 23.49, 145.2423,
119.53, 23.63, 132.8290,
119.53, 23.64, 132.0278,
119.54, 23.35, 138.5064,
119.54, 23.37, 139.4746,
119.54, 23.64, 133.0205,
119.55, 23.54, 157.4288,
119.55, 23.55, 163.1237,
119.56, 23.53, 150.1512,
119.56, 23.57, 144.3093,
119.56, 23.66, 133.6980,
119.56, 23.67, 132.6750,
119.57, 23.53, 148.3460,
119.57, 23.55, 150.9854,
119.57, 23.57, 150.1907,
119.57, 23.58, 147.1464,
119.57, 23.62, 140.3624,
119.57, 23.67, 134.2503,
119.58, 23.51, 145.1277,
119.58, 23.52, 146.1269,
119.58, 23.53, 147.0227,
119.58, 23.55, 148.3921,
119.58, 23.56, 148.4789,
119.58, 23.57, 148.0410,
119.58, 23.58, 146.4720,
119.58, 23.59, 145.1067,
119.58, 23.67, 135.4362,
119.59, 23.52, 144.7634,
119.59, 23.53, 145.3312,
119.59, 23.56, 146.0651,
119.59, 23.57, 145.8139,
119.59, 23.65, 137.4271,
119.59, 23.66, 136.4540,
119.59, 23.67, 135.6150,
119.60, 23.52, 143.3419,
119.60, 23.53, 143.7020,
119.60, 23.54, 143.9477,
119.60, 23.55, 144.0471,
119.60, 23.56, 144.0024,
119.60, 23.57, 143.7774,
119.60, 23.58, 143.3156,
119.60, 23.62, 139.9333,
119.60, 23.63, 139.0433,
119.60, 23.65, 137.0780,
119.60, 23.66, 136.1896,
119.60, 23.67, 135.3690,
119.60, 23.74, 133.5510,
119.60, 23.76, 130.6369,
119.60, 23.77, 128.8932,
119.61, 23.25, 135.5287,
119.61, 23.52, 141.8965,
119.61, 23.53, 142.0811,
119.61, 23.54, 142.2068,
119.61, 23.55, 142.2346,
119.61, 23.56, 142.1478,
119.61, 23.57, 141.9264,
119.61, 23.58, 141.5411,
119.61, 23.59, 140.9592,
119.61, 23.60, 140.2544,
119.61, 23.61, 139.6023,
119.61, 23.62, 138.9300,
119.61, 23.65, 136.5965,
119.61, 23.71, 132.8465,
119.61, 23.74, 132.7570,
119.61, 23.75, 131.7788,
119.61, 23.78, 127.4674,
119.62, 23.25, 137.7217,
119.62, 23.54, 140.6337,
119.62, 23.55, 140.6022,
119.62, 23.56, 140.4868,
119.62, 23.57, 140.2721,
119.62, 23.58, 139.9380,
119.62, 23.59, 139.4794,
119.62, 23.60, 138.9449,
119.62, 23.74, 131.9509,
119.62, 23.75, 131.0364,
119.63, 23.55, 139.1802,
119.63, 23.56, 139.0600,
119.63, 23.57, 138.8628,
119.63, 23.58, 138.5753,
119.64, 23.56, 137.7995,
119.64, 23.57, 137.6038,
119.64, 23.58, 137.3341,
119.64, 23.59, 136.9801,
119.64, 23.66, 133.6992,
119.65, 23.57, 136.4561,
119.65, 23.58, 136.2220,
119.65, 23.59, 135.9222,
119.65, 23.60, 135.5604,
119.66, 23.26, 155.2808,
119.66, 23.54, 135.9574,
119.66, 23.57, 135.5026,
119.66, 23.58, 135.2690,
119.66, 23.59, 134.9803,
119.66, 23.63, 133.4595,
119.66, 23.66, 132.2862,
119.67, 23.25, 153.3162,
119.67, 23.26, 156.1588,
119.67, 23.57, 134.6229,
119.67, 23.58, 134.3889,
119.67, 23.59, 134.1083,
119.67, 23.60, 133.7848,
119.68, 23.26, 154.5689,
119.68, 23.56, 134.0064,
119.68, 23.57, 133.8067,
119.68, 23.58, 133.5712,
119.69, 23.56, 133.2533,
119.70, 23.62, 131.3498,
120.00, 23.47, 144.0287,
120.01, 23.45, 147.1978,
120.01, 23.47, 145.7713,
120.01, 23.48, 145.0092,
120.02, 23.44, 149.8043,
120.02, 23.46, 148.3901,
120.02, 23.47, 147.6481,
120.02, 23.48, 146.8400,
120.03, 23.07, 146.6439,
120.03, 23.08, 148.3822,
120.03, 23.09, 150.3848,
120.03, 23.10, 152.0265,
120.03, 23.48, 148.8271,
120.03, 23.49, 147.8974,
120.04, 23.06, 147.3419,
120.04, 23.07, 149.3573,
120.04, 23.08, 151.5381,
120.04, 23.09, 153.7487,
120.04, 23.10, 155.5952,
120.04, 23.11, 156.7347,
120.04, 23.12, 156.9835,
120.04, 23.48, 150.9982,
120.04, 23.49, 150.0015,
120.05, 23.05, 148.1954,
120.05, 23.06, 150.3427,
120.05, 23.07, 152.3197,
120.05, 23.08, 155.2187,
120.05, 23.09, 157.8959,
120.05, 23.10, 160.8180,
120.05, 23.11, 162.4336,
120.05, 23.12, 162.4245,
120.05, 23.13, 161.5741,
120.05, 23.14, 160.1310,
120.05, 23.48, 153.3922,
120.05, 23.49, 152.4500,
120.05, 23.50, 151.5356,
120.06, 23.04, 149.0957,
120.06, 23.05, 151.3389,
120.06, 23.06, 153.9073,
120.06, 23.07, 156.5668,
120.06, 23.08, 159.3153,
120.06, 23.09, 163.7370,
120.06, 23.10, 174.9317,
120.06, 23.11, 175.9826,
120.06, 23.12, 172.8605,
120.06, 23.13, 169.4320,
120.06, 23.14, 165.5397,
120.06, 23.15, 161.6372,
120.06, 23.16, 159.0191,
120.06, 23.17, 157.2958,
120.06, 23.48, 156.1032,
120.06, 23.49, 155.2172,
120.06, 23.50, 154.2600,
120.06, 23.51, 153.1436,
120.07, 23.04, 152.3146,
120.07, 23.05, 155.2357,
120.07, 23.06, 158.6338,
120.07, 23.07, 161.1828,
120.07, 23.08, 162.1242,
120.07, 23.09, 165.0517,
120.07, 23.10, 175.3362,
120.07, 23.11, 179.0613,
120.07, 23.12, 173.0333,
120.07, 23.13, 168.7698,
120.07, 23.14, 164.1417,
120.07, 23.15, 161.9485,
120.07, 23.16, 160.0992,
120.07, 23.17, 158.8535,
120.07, 23.18, 159.3700,
120.07, 23.19, 161.3605,
120.07, 23.20, 163.8054,
120.07, 23.50, 157.4702,
120.07, 23.51, 156.1613,
120.08, 23.03, 154.0140,
120.08, 23.04, 157.2351,
120.08, 23.05, 161.3590,
120.08, 23.06, 162.7275,
120.08, 23.07, 162.3688,
120.08, 23.08, 163.0042,
120.08, 23.09, 164.9026,
120.08, 23.10, 167.8415,
120.08, 23.11, 168.6814,
120.08, 23.12, 164.1096,
120.08, 23.13, 157.9400,
120.08, 23.14, 155.4586,
120.08, 23.15, 158.5206,
120.08, 23.16, 161.8190,
120.08, 23.17, 163.6389,
120.08, 23.18, 165.2880,
120.08, 23.19, 166.7084,
120.08, 23.20, 168.1723,
120.08, 23.21, 170.3649,
120.08, 23.22, 172.4527,
120.08, 23.23, 170.1637,
120.08, 23.24, 167.7653,
120.08, 23.51, 159.4731,
120.08, 23.52, 157.6447,
120.09, 23.03, 160.4185,
120.09, 23.04, 164.6075,
120.09, 23.05, 164.1398,
120.09, 23.06, 163.7238,
120.09, 23.07, 163.3553,
120.09, 23.08, 163.5666,
120.09, 23.09, 164.6725,
120.09, 23.10, 165.4065,
120.09, 23.11, 164.4590,
120.09, 23.12, 161.7697,
120.09, 23.13, 158.4270,
120.09, 23.14, 158.5612,
120.09, 23.15, 161.4852,
120.09, 23.16, 165.2014,
120.09, 23.17, 168.4364,
120.09, 23.18, 172.3417,
120.09, 23.19, 175.7272,
120.09, 23.20, 173.5757,
120.09, 23.21, 173.4107,
120.09, 23.22, 173.7842,
120.09, 23.23, 170.9112,
120.09, 23.24, 168.7164,
120.09, 23.25, 166.5774,
120.09, 23.26, 164.6788,
120.09, 23.27, 163.0672,
120.09, 23.28, 162.0125,
120.09, 23.29, 161.1856,
120.09, 23.30, 160.4935,
120.09, 23.52, 160.7387,
120.10, 23.02, 163.8340,
120.10, 23.03, 167.6380,
120.10, 23.04, 165.7424,
120.10, 23.05, 165.3382,
120.10, 23.06, 164.8644,
120.10, 23.07, 164.3634,
120.10, 23.08, 163.9065,
120.10, 23.09, 164.6931,
120.10, 23.10, 164.9925,
120.10, 23.11, 163.9518,
120.10, 23.12, 163.1333,
120.10, 23.13, 162.8422,
120.10, 23.14, 164.5383,
120.10, 23.15, 166.1179,
120.10, 23.16, 165.7681,
120.10, 23.17, 167.5693,
120.10, 23.18, 170.6410,
120.10, 23.19, 173.1425,
120.10, 23.20, 173.8577,
120.10, 23.21, 174.6166,
120.10, 23.22, 174.2775,
120.10, 23.23, 170.9505,
120.10, 23.24, 167.1538,
120.10, 23.25, 167.1498,
120.10, 23.26, 165.8105,
120.10, 23.27, 163.9909,
120.10, 23.28, 162.7886,
120.10, 23.29, 161.9535,
120.10, 23.30, 161.2418,
120.10, 23.53, 160.5233,
120.10, 23.54, 157.4404,
120.11, 23.02, 168.4802,
120.11, 23.03, 167.9665,
120.11, 23.04, 167.2566,
120.11, 23.05, 166.6982,
120.11, 23.06, 166.0572,
120.11, 23.07, 165.4125,
120.11, 23.08, 164.8067,
120.11, 23.09, 164.6008,
120.11, 23.10, 165.2642,
120.11, 23.11, 165.3526,
120.11, 23.12, 166.9617,
120.11, 23.13, 172.9598,
120.11, 23.14, 178.3000,
120.11, 23.15, 170.2511,
120.11, 23.16, 165.5203,
120.11, 23.17, 166.9990,
120.11, 23.18, 170.9366,
120.11, 23.19, 173.0476,
120.11, 23.20, 174.3590,
120.11, 23.21, 176.7240,
120.11, 23.22, 176.9630,
120.11, 23.23, 172.3225,
120.11, 23.24, 168.9792,
120.11, 23.25, 166.6673,
120.11, 23.26, 165.8671,
120.11, 23.27, 166.0446,
120.11, 23.28, 164.1301,
120.11, 23.29, 162.7722,
120.11, 23.30, 161.8175,
120.11, 23.31, 161.2222,
120.11, 23.32, 160.7470,
120.11, 23.33, 160.4568,
120.11, 23.34, 160.4353,
120.11, 23.53, 162.6226,
120.11, 23.55, 156.2737,
120.11, 23.63, 145.6879,
120.11, 23.64, 147.0233,
120.12, 23.01, 168.8355,
120.12, 23.02, 168.5669,
120.12, 23.03, 167.0690,
120.12, 23.04, 168.2654,
120.12, 23.05, 168.1719,
120.12, 23.06, 167.3463,
120.12, 23.07, 166.5102,
120.12, 23.08, 165.8988,
120.12, 23.09, 165.4983,
120.12, 23.10, 165.1111,
120.12, 23.11, 165.8550,
120.12, 23.12, 170.7959,
120.12, 23.13, 182.6264,
120.12, 23.14, 184.3359,
120.12, 23.15, 169.4359,
120.12, 23.16, 164.5503,
120.12, 23.17, 165.2330,
120.12, 23.18, 167.5185,
120.12, 23.19, 169.6222,
120.12, 23.20, 172.5562,
120.12, 23.21, 176.4876,
120.12, 23.22, 178.2580,
120.12, 23.23, 174.4543,
120.12, 23.24, 171.9279,
120.12, 23.25, 169.2877,
120.12, 23.26, 166.4449,
120.12, 23.27, 169.8020,
120.12, 23.28, 167.6667,
120.12, 23.29, 164.6827,
120.12, 23.30, 162.9080,
120.12, 23.31, 161.6176,
120.12, 23.32, 161.0711,
120.12, 23.33, 160.7034,
120.12, 23.34, 160.5732,
120.12, 23.35, 160.6684,
120.12, 23.36, 161.1079,
120.12, 23.49, 182.8088,
120.12, 23.50, 177.9846,
120.12, 23.51, 173.3617,
120.12, 23.52, 168.9586,
120.12, 23.55, 157.8047,
120.12, 23.62, 145.6811,
120.12, 23.63, 146.5527,
120.12, 23.64, 147.7913,
120.13, 23.00, 171.7407,
120.13, 23.01, 173.2974,
120.13, 23.02, 169.9212,
120.13, 23.03, 167.4480,
120.13, 23.04, 167.3794,
120.13, 23.05, 168.3909,
120.13, 23.06, 168.8977,
120.13, 23.07, 169.3542,
120.13, 23.08, 169.4391,
120.13, 23.09, 167.9812,
120.13, 23.10, 165.6874,
120.13, 23.11, 165.6142,
120.13, 23.12, 169.1005,
120.13, 23.13, 170.9520,
120.13, 23.14, 170.7867,
120.13, 23.15, 166.6868,
120.13, 23.16, 163.5975,
120.13, 23.17, 165.3103,
120.13, 23.18, 167.0386,
120.13, 23.19, 168.2349,
120.13, 23.20, 170.3578,
120.13, 23.21, 174.3451,
120.13, 23.22, 177.8451,
120.13, 23.23, 177.3014,
120.13, 23.24, 176.0045,
120.13, 23.25, 173.5296,
120.13, 23.26, 169.0260,
120.13, 23.27, 166.0173,
120.13, 23.28, 165.3035,
120.13, 23.29, 165.9943,
120.13, 23.30, 165.6094,
120.13, 23.31, 163.6439,
120.13, 23.32, 162.3750,
120.13, 23.33, 161.4879,
120.13, 23.34, 161.0902,
120.13, 23.35, 161.0848,
120.13, 23.36, 161.4269,
120.13, 23.37, 162.2968,
120.13, 23.38, 163.3862,
120.13, 23.45, 184.8172,
120.13, 23.49, 186.2215,
120.13, 23.50, 180.9233,
120.13, 23.51, 175.9416,
120.13, 23.52, 171.2601,
120.13, 23.53, 166.9342,
120.13, 23.54, 163.1123,
120.13, 23.56, 156.3333,
120.13, 23.57, 153.2826,
120.13, 23.62, 146.2092,
120.13, 23.63, 146.9789,
120.13, 23.64, 148.1673,
120.13, 23.65, 150.3028,
120.13, 23.66, 151.5676,
120.13, 23.67, 150.9450,
120.14, 22.99, 175.2905,
120.14, 23.00, 178.4922,
120.14, 23.01, 175.6443,
120.14, 23.02, 171.7291,
120.14, 23.03, 168.4743,
120.14, 23.04, 167.0920,
120.14, 23.05, 167.8730,
120.14, 23.06, 169.9156,
120.14, 23.07, 173.0211,
120.14, 23.08, 177.5591,
120.14, 23.09, 172.5414,
120.14, 23.10, 169.1889,
120.14, 23.11, 169.6079,
120.14, 23.12, 172.9326,
120.14, 23.13, 172.3712,
120.14, 23.14, 164.6439,
120.14, 23.15, 164.7925,
120.14, 23.16, 164.7522,
120.14, 23.17, 172.3498,
120.14, 23.18, 171.9926,
120.14, 23.19, 167.1946,
120.14, 23.20, 169.4533,
120.14, 23.21, 173.7760,
120.14, 23.22, 178.0985,
120.14, 23.23, 180.4025,
120.14, 23.24, 182.0679,
120.14, 23.25, 180.9280,
120.14, 23.26, 173.6355,
120.14, 23.27, 166.1216,
120.14, 23.28, 164.9061,
120.14, 23.29, 164.4132,
120.14, 23.30, 165.0885,
120.14, 23.31, 166.2314,
120.14, 23.32, 165.9247,
120.14, 23.33, 164.3372,
120.14, 23.34, 163.3831,
120.14, 23.35, 163.0917,
120.14, 23.36, 162.8027,
120.14, 23.37, 163.0528,
120.14, 23.38, 163.6577,
120.14, 23.39, 164.5717,
120.14, 23.45, 174.2763,
120.14, 23.46, 178.7312,
120.14, 23.47, 181.8336,
120.14, 23.49, 192.1018,
120.14, 23.50, 185.6221,
120.14, 23.51, 179.6977,
120.14, 23.52, 174.4370,
120.14, 23.54, 165.8778,
120.14, 23.55, 162.0664,
120.14, 23.56, 158.4782,
120.14, 23.57, 155.2722,
120.14, 23.58, 152.4344,
120.14, 23.59, 149.9283,
120.14, 23.60, 148.0211,
120.14, 23.61, 147.0890,
120.14, 23.62, 146.4667,
120.14, 23.63, 146.8661,
120.14, 23.64, 147.8988,
120.14, 23.65, 149.8307,
120.14, 23.66, 152.8575,
120.14, 23.67, 154.2980,
120.14, 23.68, 153.4868,
120.14, 23.69, 153.8369,
120.15, 22.98, 178.6326,
120.15, 22.99, 183.5512,
120.15, 23.00, 182.8712,
120.15, 23.01, 177.5514,
120.15, 23.02, 173.4312,
120.15, 23.03, 169.9873,
120.15, 23.04, 168.3629,
120.15, 23.05, 167.9865,
120.15, 23.06, 170.9933,
120.15, 23.07, 177.7663,
120.15, 23.08, 173.8424,
120.15, 23.09, 172.5493,
120.15, 23.10, 172.5522,
120.15, 23.11, 175.8844,
120.15, 23.12, 181.4626,
120.15, 23.13, 178.2403,
120.15, 23.14, 175.7670,
120.15, 23.15, 173.4661,
120.15, 23.16, 171.6675,
120.15, 23.17, 175.1345,
120.15, 23.18, 171.3815,
120.15, 23.19, 168.8374,
120.15, 23.20, 171.4059,
120.15, 23.21, 178.6933,
120.15, 23.22, 179.3901,
120.15, 23.23, 181.8946,
120.15, 23.24, 188.0039,
120.15, 23.25, 198.2424,
120.15, 23.26, 174.8122,
120.15, 23.27, 167.4415,
120.15, 23.28, 166.0184,
120.15, 23.29, 164.8061,
120.15, 23.30, 164.4418,
120.15, 23.31, 165.8127,
120.15, 23.32, 167.0784,
120.15, 23.33, 168.1528,
120.15, 23.34, 168.8929,
120.15, 23.35, 169.0158,
120.15, 23.36, 168.8462,
120.15, 23.37, 168.4450,
120.15, 23.38, 168.2606,
120.15, 23.39, 167.9032,
120.15, 23.40, 167.1369,
120.15, 23.41, 166.4671,
120.15, 23.42, 165.5957,
120.15, 23.43, 166.8381,
120.15, 23.44, 166.0164,
120.15, 23.45, 167.6628,
120.15, 23.46, 170.8665,
120.15, 23.47, 173.9405,
120.15, 23.48, 177.3570,
120.15, 23.49, 180.2164,
120.15, 23.50, 182.4298,
120.15, 23.51, 195.3428,
120.15, 23.52, 183.5464,
120.15, 23.53, 176.2694,
120.15, 23.54, 170.8344,
120.15, 23.55, 166.2147,
120.15, 23.56, 162.0588,
120.15, 23.57, 158.2191,
120.15, 23.58, 155.0754,
120.15, 23.59, 152.4156,
120.15, 23.60, 150.7569,
120.15, 23.61, 149.6647,
120.15, 23.62, 148.8482,
120.15, 23.63, 148.0040,
120.15, 23.64, 147.4749,
120.15, 23.65, 146.8502,
120.15, 23.66, 146.8512,
120.15, 23.67, 152.3067,
120.15, 23.68, 171.4650,
120.15, 23.69, 166.0812,
120.15, 23.70, 162.4678,
120.15, 23.71, 159.5513,
120.16, 22.96, 179.8254,
120.16, 22.97, 182.2235,
120.16, 22.98, 186.4763,
120.16, 22.99, 188.6292,
120.16, 23.00, 184.3839,
120.16, 23.01, 178.9879,
120.16, 23.02, 174.9009,
120.16, 23.03, 171.5701,
120.16, 23.04, 170.1907,
120.16, 23.05, 170.3416,
120.16, 23.06, 173.8840,
120.16, 23.07, 182.3018,
120.16, 23.08, 173.2445,
120.16, 23.09, 173.7080,
120.16, 23.10, 175.4718,
120.16, 23.11, 180.5567,
120.16, 23.12, 189.3288,
120.16, 23.13, 187.1098,
120.16, 23.14, 179.8729,
120.16, 23.15, 177.6786,
120.16, 23.16, 178.2833,
120.16, 23.17, 179.6672,
120.16, 23.18, 176.9131,
120.16, 23.19, 176.9878,
120.16, 23.20, 181.8707,
120.16, 23.21, 185.1355,
120.16, 23.22, 182.7968,
120.16, 23.23, 183.7618,
120.16, 23.24, 186.5814,
120.16, 23.25, 182.5458,
120.16, 23.26, 174.7603,
120.16, 23.27, 170.4035,
120.16, 23.28, 168.0486,
120.16, 23.29, 166.6546,
120.16, 23.30, 166.0096,
120.16, 23.31, 166.7142,
120.16, 23.32, 168.0811,
120.16, 23.33, 169.4774,
120.16, 23.34, 172.7701,
120.16, 23.35, 173.5742,
120.16, 23.36, 174.6931,
120.16, 23.37, 177.7168,
120.16, 23.38, 181.4718,
120.16, 23.39, 172.4687,
120.16, 23.40, 169.3622,
120.16, 23.41, 170.5948,
120.16, 23.42, 175.7757,
120.16, 23.43, 173.0961,
120.16, 23.44, 169.1944,
120.16, 23.45, 167.3257,
120.16, 23.46, 168.0340,
120.16, 23.47, 170.8897,
120.16, 23.48, 174.4794,
120.16, 23.49, 179.2001,
120.16, 23.50, 185.9063,
120.16, 23.51, 192.9894,
120.16, 23.52, 196.7062,
120.16, 23.53, 189.4737,
120.16, 23.54, 181.3870,
120.16, 23.55, 175.1773,
120.16, 23.56, 169.8468,
120.16, 23.57, 165.2630,
120.16, 23.58, 161.2516,
120.16, 23.59, 158.3533,
120.16, 23.60, 156.8973,
120.16, 23.61, 156.9197,
120.16, 23.62, 157.1635,
120.16, 23.63, 157.7930,
120.16, 23.64, 158.8733,
120.16, 23.65, 158.8520,
120.16, 23.66, 155.3358,
120.16, 23.67, 151.4875,
120.16, 23.68, 159.0116,
120.16, 23.69, 165.4686,
120.16, 23.70, 163.0258,
120.16, 23.71, 160.4564,
120.16, 23.72, 157.9943,
120.16, 23.73, 156.7059,
120.16, 23.74, 155.6884,
120.16, 23.77, 153.1538,
120.16, 23.78, 150.8878,
120.16, 23.79, 148.6127,
120.17, 22.91, 182.9705,
120.17, 22.92, 182.6778,
120.17, 22.93, 182.9207,
120.17, 22.94, 183.7783,
120.17, 22.95, 185.2044,
120.17, 22.96, 187.0011,
120.17, 22.97, 189.5291,
120.17, 22.98, 191.2283,
120.17, 22.99, 189.1824,
120.17, 23.00, 185.3153,
120.17, 23.01, 180.4995,
120.17, 23.02, 176.7284,
120.17, 23.03, 173.7733,
120.17, 23.04, 172.1007,
120.17, 23.05, 170.8630,
120.17, 23.06, 173.9444,
120.17, 23.07, 181.5336,
120.17, 23.08, 176.0476,
120.17, 23.09, 175.7847,
120.17, 23.10, 178.3996,
120.17, 23.11, 183.9624,
120.17, 23.12, 190.2304,
120.17, 23.13, 191.0997,
120.17, 23.14, 186.8556,
120.17, 23.15, 185.7358,
120.17, 23.16, 188.1127,
120.17, 23.17, 191.2994,
120.17, 23.18, 186.0731,
120.17, 23.19, 186.4391,
120.17, 23.20, 189.1851,
120.17, 23.21, 189.9264,
120.17, 23.22, 186.3839,
120.17, 23.23, 185.7644,
120.17, 23.24, 183.8627,
120.17, 23.25, 179.2742,
120.17, 23.26, 175.7306,
120.17, 23.27, 173.2896,
120.17, 23.28, 170.9211,
120.17, 23.29, 169.1989,
120.17, 23.30, 168.9689,
120.17, 23.31, 169.2951,
120.17, 23.32, 170.6422,
120.17, 23.33, 173.9641,
120.17, 23.34, 183.4651,
120.17, 23.35, 178.1753,
120.17, 23.36, 176.6075,
120.17, 23.37, 176.1520,
120.17, 23.38, 176.2037,
120.17, 23.39, 171.6477,
120.17, 23.40, 170.7757,
120.17, 23.41, 172.6265,
120.17, 23.42, 172.9788,
120.17, 23.43, 172.9021,
120.17, 23.44, 172.3187,
120.17, 23.45, 170.0506,
120.17, 23.46, 169.5129,
120.17, 23.47, 171.8018,
120.17, 23.48, 174.8886,
120.17, 23.49, 179.5986,
120.17, 23.50, 185.9448,
120.17, 23.51, 187.2956,
120.17, 23.52, 191.2634,
120.17, 23.53, 196.0260,
120.17, 23.54, 195.2654,
120.17, 23.55, 181.5203,
120.17, 23.56, 172.0696,
120.17, 23.57, 168.1585,
120.17, 23.58, 168.0858,
120.17, 23.59, 169.8655,
120.17, 23.60, 168.4150,
120.17, 23.61, 168.6700,
120.17, 23.62, 170.8313,
120.17, 23.63, 170.4297,
120.17, 23.64, 166.6005,
120.17, 23.65, 164.0471,
120.17, 23.66, 157.9479,
120.17, 23.67, 154.7297,
120.17, 23.68, 154.0219,
120.17, 23.69, 157.3985,
120.17, 23.70, 160.9583,
120.17, 23.71, 161.0015,
120.17, 23.72, 158.9498,
120.17, 23.73, 157.7500,
120.17, 23.74, 156.9154,
120.17, 23.75, 156.2830,
120.17, 23.76, 156.5193,
120.17, 23.77, 155.6645,
120.17, 23.78, 153.6387,
120.17, 23.79, 151.2507,
120.17, 23.80, 148.8571,
120.17, 23.81, 146.7460,
120.18, 22.89, 188.7815,
120.18, 22.90, 188.2837,
120.18, 22.91, 189.1434,
120.18, 22.92, 188.0485,
120.18, 22.93, 188.8794,
120.18, 22.94, 190.1033,
120.18, 22.95, 191.7634,
120.18, 22.96, 194.3400,
120.18, 22.97, 195.7991,
120.18, 22.98, 194.5939,
120.18, 22.99, 191.8744,
120.18, 23.00, 187.6014,
120.18, 23.01, 182.9079,
120.18, 23.02, 178.7226,
120.18, 23.03, 175.8187,
120.18, 23.04, 173.3117,
120.18, 23.05, 171.8204,
120.18, 23.06, 174.7289,
120.18, 23.07, 179.3871,
120.18, 23.08, 179.1231,
120.18, 23.09, 178.8036,
120.18, 23.10, 181.4205,
120.18, 23.11, 185.9287,
120.18, 23.12, 190.3880,
120.18, 23.13, 192.9117,
120.18, 23.14, 192.3549,
120.18, 23.15, 193.7240,
120.18, 23.16, 195.1719,
120.18, 23.17, 194.6532,
120.18, 23.18, 193.4899,
120.18, 23.19, 193.1461,
120.18, 23.20, 193.9042,
120.18, 23.21, 196.2238,
120.18, 23.22, 192.8341,
120.18, 23.23, 186.4544,
120.18, 23.24, 183.0944,
120.18, 23.25, 179.1001,
120.18, 23.26, 176.6345,
120.18, 23.27, 175.5995,
120.18, 23.28, 174.4842,
120.18, 23.29, 172.7092,
120.18, 23.30, 172.5949,
120.18, 23.31, 173.0319,
120.18, 23.32, 174.9958,
120.18, 23.33, 177.9162,
120.18, 23.34, 179.7478,
120.18, 23.35, 179.3472,
120.18, 23.36, 178.5835,
120.18, 23.37, 177.3300,
120.18, 23.38, 176.4330,
120.18, 23.39, 173.8590,
120.18, 23.40, 172.9819,
120.18, 23.41, 173.4060,
120.18, 23.42, 174.1464,
120.18, 23.43, 174.0530,
120.18, 23.44, 174.3269,
120.18, 23.45, 173.1294,
120.18, 23.46, 172.3181,
120.18, 23.47, 174.0629,
120.18, 23.48, 177.1293,
120.18, 23.49, 179.9990,
120.18, 23.50, 184.6474,
120.18, 23.51, 183.3091,
120.18, 23.52, 183.2234,
120.18, 23.53, 183.4979,
120.18, 23.54, 181.7009,
120.18, 23.55, 177.4111,
120.18, 23.56, 174.4048,
120.18, 23.57, 173.9490,
120.18, 23.58, 175.6950,
120.18, 23.59, 175.0752,
120.18, 23.60, 171.2017,
120.18, 23.61, 171.3554,
120.18, 23.62, 170.8853,
120.18, 23.63, 166.3228,
120.18, 23.64, 162.0970,
120.18, 23.65, 157.9112,
120.18, 23.66, 155.5726,
120.18, 23.67, 153.7668,
120.18, 23.68, 154.1885,
120.18, 23.69, 158.2567,
120.18, 23.70, 163.1093,
120.18, 23.71, 158.5443,
120.18, 23.72, 161.4965,
120.18, 23.73, 158.8624,
120.18, 23.74, 157.9303,
120.18, 23.75, 157.4703,
120.18, 23.76, 157.6315,
120.18, 23.77, 158.0993,
120.18, 23.78, 156.7605,
120.18, 23.79, 154.2832,
120.18, 23.80, 151.6162,
120.18, 23.81, 149.2861,
120.18, 23.82, 147.1605,
120.19, 22.81, 182.6025,
120.19, 22.82, 185.1976,
120.19, 22.85, 199.4515,
120.19, 22.86, 197.0367,
120.19, 22.87, 194.6542,
120.19, 22.88, 193.0991,
120.19, 22.89, 191.4905,
120.19, 22.90, 190.4352,
120.19, 22.91, 190.3177,
120.19, 22.92, 190.9880,
120.19, 22.93, 192.3283,
120.19, 22.94, 194.2408,
120.19, 22.95, 197.3495,
120.19, 22.96, 201.3235,
120.19, 22.97, 199.5731,
120.19, 22.98, 198.9250,
120.19, 22.99, 197.6846,
120.19, 23.00, 191.5658,
120.19, 23.01, 185.9389,
120.19, 23.02, 181.9265,
120.19, 23.03, 178.4464,
120.19, 23.04, 177.1990,
120.19, 23.05, 175.7845,
120.19, 23.06, 176.5098,
120.19, 23.07, 175.5349,
120.19, 23.08, 179.7271,
