LON,LAT,TIME,
120.52, 23.37, 277.3173,
120.52, 23.38, 270.5852,
120.52, 23.39, 260.6302,
120.52, 23.40, 250.4066,
120.52, 23.41, 243.4937,
120.52, 23.42, 238.8130,
120.52, 23.43, 236.5463,
120.52, 23.44, 238.9869,
120.52, 23.45, 241.9777,
120.52, 23.46, 245.4079,
120.52, 23.47, 245.8216,
120.52, 23.48, 244.6020,
120.52, 23.49, 242.4249,
120.52, 23.50, 240.0071,
120.52, 23.51, 238.5546,
120.52, 23.52, 236.9306,
120.52, 23.53, 244.4840,
120.52, 23.54, 227.5317,
120.52, 23.55, 223.3019,
120.52, 23.56, 226.5164,
120.52, 23.57, 248.6935,
120.52, 23.58, 238.7826,
120.52, 23.59, 229.6242,
120.52, 23.60, 223.7478,
120.52, 23.61, 220.9898,
120.52, 23.62, 219.3568,
120.52, 23.63, 218.7170,
120.52, 23.64, 215.0577,
120.52, 23.65, 204.0551,
120.52, 23.66, 192.3828,
120.52, 23.67, 192.3680,
120.52, 23.68, 197.6179,
120.52, 23.69, 201.9076,
120.52, 23.70, 200.6136,
120.52, 23.71, 193.7582,
120.52, 23.72, 181.4713,
120.52, 23.73, 176.8213,
120.52, 23.74, 173.6778,
120.52, 23.75, 171.1419,
120.52, 23.76, 171.3946,
120.52, 23.77, 174.3039,
120.52, 23.78, 171.9678,
120.52, 23.79, 168.1208,
120.52, 23.80, 165.5758,
120.52, 23.81, 164.2189,
120.52, 23.82, 163.9836,
120.52, 23.83, 164.7514,
120.52, 23.84, 166.3831,
120.52, 23.85, 168.7671,
120.52, 23.86, 171.0306,
120.52, 23.87, 171.0716,
120.52, 23.88, 172.1169,
120.52, 23.89, 181.5213,
120.52, 23.90, 183.5843,
120.52, 23.91, 177.5382,
120.52, 23.92, 178.3607,
120.52, 23.93, 180.9178,
120.52, 23.94, 184.7628,
120.52, 23.95, 187.6014,
120.52, 23.96, 193.5677,
120.52, 23.97, 196.2718,
120.52, 23.98, 193.8336,
120.52, 23.99, 187.7972,
120.52, 24.00, 179.4865,
120.52, 24.01, 171.9117,
120.52, 24.02, 166.3907,
120.52, 24.03, 169.7820,
120.52, 24.04, 167.1716,
120.52, 24.05, 166.3050,
120.52, 24.06, 165.2608,
120.52, 24.07, 162.1053,
120.52, 24.08, 157.8457,
120.52, 24.09, 156.0139,
120.52, 24.10, 155.6559,
120.52, 24.11, 156.1007,
120.52, 24.12, 156.6214,
120.52, 24.13, 157.7906,
120.52, 24.14, 159.1371,
120.52, 24.15, 160.0925,
120.52, 24.16, 159.8433,
120.52, 24.17, 160.8894,
120.52, 24.18, 161.6788,
120.52, 24.19, 162.1818,
120.52, 24.20, 163.1570,
120.52, 24.21, 164.3477,
120.52, 24.22, 165.7657,
120.52, 24.23, 167.8072,
120.52, 24.24, 171.5941,
120.52, 24.25, 179.2610,
120.52, 24.26, 178.9802,
120.52, 24.27, 167.1769,
120.52, 24.28, 163.0779,
120.52, 24.29, 161.3412,
120.52, 24.30, 159.5739,
120.52, 24.31, 157.8944,
120.52, 24.32, 156.2237,
120.53, 22.40, 209.4030,
120.53, 22.41, 210.7968,
120.53, 22.42, 214.0268,
120.53, 22.43, 219.6253,
120.53, 22.44, 219.9148,
120.53, 22.45, 220.7718,
120.53, 22.46, 222.6060,
120.53, 22.47, 225.0530,
120.53, 22.48, 229.4205,
120.53, 22.49, 237.2770,
120.53, 22.50, 242.6688,
120.53, 22.51, 244.8666,
120.53, 22.52, 249.1112,
120.53, 22.53, 248.0390,
120.53, 22.54, 234.5460,
120.53, 22.55, 232.8673,
120.53, 22.56, 232.4188,
120.53, 22.57, 232.8134,
120.53, 22.58, 235.7304,
120.53, 22.59, 237.6408,
120.53, 22.60, 237.1192,
120.53, 22.61, 237.3049,
120.53, 22.62, 238.7950,
120.53, 22.63, 240.4092,
120.53, 22.64, 242.4897,
120.53, 22.65, 244.5784,
120.53, 22.66, 253.0485,
120.53, 22.67, 258.8651,
120.53, 22.68, 264.0027,
120.53, 22.69, 268.2837,
120.53, 22.70, 271.9271,
120.53, 22.71, 266.5242,
120.53, 22.72, 263.7824,
120.53, 22.73, 265.7458,
120.53, 22.74, 294.0938,
120.53, 22.75, 260.1993,
120.53, 22.76, 252.9832,
120.53, 22.77, 251.1151,
120.53, 22.78, 251.1229,
120.53, 22.79, 252.8674,
120.53, 22.80, 254.7862,
120.53, 22.81, 256.6180,
120.53, 22.82, 257.7140,
120.53, 22.83, 258.4301,
120.53, 22.84, 257.6917,
120.53, 22.85, 266.9257,
120.53, 22.86, 276.7123,
120.53, 22.87, 257.4173,
120.53, 22.88, 257.1004,
120.53, 22.89, 252.2426,
120.53, 22.90, 262.3282,
120.53, 22.91, 265.3795,
120.53, 22.92, 268.7501,
120.53, 22.93, 272.1321,
120.53, 22.94, 276.3440,
120.53, 22.95, 280.7488,
120.53, 22.96, 284.0693,
120.53, 22.97, 284.5200,
120.53, 22.98, 286.3001,
120.53, 22.99, 296.0349,
120.53, 23.00, 301.9241,
120.53, 23.01, 302.9378,
120.53, 23.02, 304.8717,
120.53, 23.03, 308.3843,
120.53, 23.04, 312.1749,
120.53, 23.05, 316.1195,
120.53, 23.06, 320.2764,
120.53, 23.07, 324.2567,
120.53, 23.08, 325.4257,
120.53, 23.09, 325.0276,
120.53, 23.10, 323.6883,
120.53, 23.11, 321.5201,
120.53, 23.12, 320.2799,
120.53, 23.13, 320.3232,
120.53, 23.14, 318.9549,
120.53, 23.15, 316.8101,
120.53, 23.16, 315.3135,
120.53, 23.17, 315.0942,
120.53, 23.18, 314.1137,
120.53, 23.19, 312.4869,
120.53, 23.20, 311.6477,
120.53, 23.21, 311.6449,
120.53, 23.22, 313.3746,
120.53, 23.23, 315.9013,
120.53, 23.24, 312.6310,
120.53, 23.25, 312.3829,
120.53, 23.26, 311.5377,
120.53, 23.27, 310.0362,
120.53, 23.28, 306.5743,
120.53, 23.29, 303.0317,
120.53, 23.30, 299.8868,
120.53, 23.31, 295.8063,
120.53, 23.32, 290.7803,
120.53, 23.33, 291.9158,
120.53, 23.34, 289.1339,
120.53, 23.35, 285.8231,
120.53, 23.36, 281.1925,
120.53, 23.37, 275.0005,
120.53, 23.38, 268.0410,
120.53, 23.39, 261.8743,
120.53, 23.40, 256.3970,
120.53, 23.41, 250.3120,
120.53, 23.42, 244.7255,
120.53, 23.43, 240.7565,
120.53, 23.44, 242.4385,
120.53, 23.45, 245.9396,
120.53, 23.46, 249.3107,
120.53, 23.47, 250.5717,
120.53, 23.48, 250.3108,
120.53, 23.49, 249.2237,
120.53, 23.50, 247.4127,
120.53, 23.51, 247.6966,
120.53, 23.52, 253.6852,
120.53, 23.53, 247.6299,
120.53, 23.54, 230.1078,
120.53, 23.55, 221.6627,
120.53, 23.56, 219.0833,
120.53, 23.57, 227.8750,
120.53, 23.58, 229.3706,
120.53, 23.59, 224.2380,
120.53, 23.60, 219.5713,
120.53, 23.61, 216.8713,
120.53, 23.62, 215.1329,
120.53, 23.63, 214.8613,
120.53, 23.64, 216.4644,
120.53, 23.65, 212.7887,
120.53, 23.66, 203.5207,
120.53, 23.67, 202.3375,
120.53, 23.68, 201.2056,
120.53, 23.69, 201.7792,
120.53, 23.70, 197.9237,
120.53, 23.71, 189.5616,
120.53, 23.72, 180.4983,
120.53, 23.73, 177.1686,
120.53, 23.74, 174.7912,
120.53, 23.75, 172.9962,
120.53, 23.76, 173.1449,
120.53, 23.77, 174.9810,
120.53, 23.78, 171.5786,
120.53, 23.79, 167.4994,
120.53, 23.80, 164.7315,
120.53, 23.81, 163.5775,
120.53, 23.82, 163.5174,
120.53, 23.83, 164.7469,
120.53, 23.84, 166.6745,
120.53, 23.85, 168.8029,
120.53, 23.86, 170.6733,
120.53, 23.87, 172.1815,
120.53, 23.88, 175.4996,
120.53, 23.89, 180.9749,
120.53, 23.90, 186.6159,
120.53, 23.91, 183.1369,
120.53, 23.92, 182.7798,
120.53, 23.93, 181.8270,
120.53, 23.94, 179.5570,
120.53, 23.95, 182.3529,
120.53, 23.96, 188.2613,
120.53, 23.97, 194.6621,
120.53, 23.98, 199.5906,
120.53, 23.99, 195.8666,
120.53, 24.00, 180.3464,
120.53, 24.01, 174.3659,
120.53, 24.02, 166.0596,
120.53, 24.03, 168.8108,
120.53, 24.04, 164.8637,
120.53, 24.05, 165.2926,
120.53, 24.06, 164.8020,
120.53, 24.07, 161.5916,
120.53, 24.08, 155.0476,
120.53, 24.09, 155.1983,
120.53, 24.10, 155.9089,
120.53, 24.11, 156.7661,
120.53, 24.12, 158.1429,
120.53, 24.13, 159.5525,
120.53, 24.14, 160.7363,
120.53, 24.15, 161.8898,
120.53, 24.16, 161.1172,
120.53, 24.17, 161.5935,
120.53, 24.18, 162.3976,
120.53, 24.19, 163.7582,
120.53, 24.20, 165.1316,
120.53, 24.21, 166.6863,
120.53, 24.22, 168.6784,
120.53, 24.23, 172.3322,
120.53, 24.24, 178.0586,
120.53, 24.25, 186.2331,
120.53, 24.26, 186.3723,
120.53, 24.27, 172.6797,
120.53, 24.28, 165.7398,
120.53, 24.29, 162.3533,
120.53, 24.30, 160.6689,
120.53, 24.31, 158.9027,
120.53, 24.32, 157.2385,
120.53, 24.33, 155.5640,
120.54, 22.39, 213.8312,
120.54, 22.40, 214.8489,
120.54, 22.41, 218.0167,
120.54, 22.42, 226.6440,
120.54, 22.43, 229.7545,
120.54, 22.44, 229.3129,
120.54, 22.45, 229.8364,
120.54, 22.46, 231.3242,
120.54, 22.47, 233.3524,
120.54, 22.48, 236.4563,
120.54, 22.49, 241.5898,
120.54, 22.50, 250.6670,
120.54, 22.51, 257.7948,
120.54, 22.52, 261.2005,
120.54, 22.53, 272.8563,
120.54, 22.54, 252.7945,
120.54, 22.55, 237.4475,
120.54, 22.56, 236.6525,
120.54, 22.57, 236.7791,
120.54, 22.58, 242.3199,
120.54, 22.59, 243.3810,
120.54, 22.60, 240.9477,
120.54, 22.61, 241.7495,
120.54, 22.62, 243.2365,
120.54, 22.63, 243.6510,
120.54, 22.64, 242.3592,
120.54, 22.65, 246.0080,
120.54, 22.66, 258.7612,
120.54, 22.67, 263.6083,
120.54, 22.68, 267.5009,
120.54, 22.69, 272.8827,
120.54, 22.70, 270.8743,
120.54, 22.71, 265.6024,
120.54, 22.72, 261.7401,
120.54, 22.73, 258.8521,
120.54, 22.74, 257.8416,
120.54, 22.75, 255.7273,
120.54, 22.76, 250.5269,
120.54, 22.77, 249.9603,
120.54, 22.78, 250.0182,
120.54, 22.79, 250.9615,
120.54, 22.80, 253.0836,
120.54, 22.81, 254.5240,
120.54, 22.82, 255.8633,
120.54, 22.83, 257.3409,
120.54, 22.84, 257.8582,
120.54, 22.85, 262.6517,
120.54, 22.86, 283.4713,
120.54, 22.87, 257.4986,
120.54, 22.88, 252.1330,
120.54, 22.89, 259.2609,
120.54, 22.90, 258.2786,
120.54, 22.91, 264.6209,
120.54, 22.92, 269.6984,
120.54, 22.93, 274.2652,
120.54, 22.94, 279.3002,
120.54, 22.95, 285.0851,
120.54, 22.96, 291.9567,
120.54, 22.97, 306.0815,
120.54, 22.98, 303.0044,
120.54, 22.99, 303.5302,
120.54, 23.00, 307.2249,
120.54, 23.01, 308.6722,
120.54, 23.02, 311.2101,
120.54, 23.03, 315.0309,
120.54, 23.04, 319.1412,
120.54, 23.05, 323.4452,
120.54, 23.06, 327.9478,
120.54, 23.07, 332.6497,
120.54, 23.08, 333.9185,
120.54, 23.09, 333.7361,
120.54, 23.10, 332.6120,
120.54, 23.11, 331.5761,
120.54, 23.12, 330.3156,
120.54, 23.13, 329.2274,
120.54, 23.14, 326.6314,
120.54, 23.15, 322.8093,
120.54, 23.16, 319.0291,
120.54, 23.17, 316.7333,
120.54, 23.18, 313.9530,
120.54, 23.19, 310.8376,
120.54, 23.20, 308.9090,
120.54, 23.21, 307.9973,
120.54, 23.22, 307.8257,
120.54, 23.23, 308.1325,
120.54, 23.24, 308.5239,
120.54, 23.25, 310.2092,
120.54, 23.26, 312.8948,
120.54, 23.27, 312.9595,
120.54, 23.28, 308.4415,
120.54, 23.29, 305.0240,
120.54, 23.30, 301.1037,
120.54, 23.31, 295.4541,
120.54, 23.32, 289.6823,
120.54, 23.33, 288.6711,
120.54, 23.34, 286.4333,
120.54, 23.35, 283.7715,
120.54, 23.36, 280.1964,
120.54, 23.37, 275.1842,
120.54, 23.38, 270.8045,
120.54, 23.39, 266.8986,
120.54, 23.40, 262.3008,
120.54, 23.41, 256.9728,
120.54, 23.42, 252.1694,
120.54, 23.43, 248.8990,
120.54, 23.44, 248.0693,
120.54, 23.45, 249.9806,
120.54, 23.46, 253.5926,
120.54, 23.47, 255.8146,
120.54, 23.48, 256.5203,
120.54, 23.49, 255.7476,
120.54, 23.50, 254.4152,
120.54, 23.51, 255.9488,
120.54, 23.52, 269.1252,
120.54, 23.53, 253.5675,
120.54, 23.54, 233.4921,
120.54, 23.55, 225.2138,
120.54, 23.56, 220.2110,
120.54, 23.57, 219.3215,
120.54, 23.58, 219.8960,
120.54, 23.59, 219.2353,
120.54, 23.60, 216.0139,
120.54, 23.61, 213.9236,
120.54, 23.62, 213.1762,
120.54, 23.63, 214.0198,
120.54, 23.64, 215.6689,
120.54, 23.65, 216.7390,
120.54, 23.66, 208.0192,
120.54, 23.67, 203.2955,
120.54, 23.68, 203.5524,
120.54, 23.69, 200.8219,
120.54, 23.70, 199.4279,
120.54, 23.71, 197.6503,
120.54, 23.72, 184.8563,
120.54, 23.73, 180.7321,
120.54, 23.74, 178.6912,
120.54, 23.75, 176.8810,
120.54, 23.76, 174.5265,
120.54, 23.77, 172.9492,
120.54, 23.78, 168.4219,
120.54, 23.79, 165.0851,
120.54, 23.80, 162.7951,
120.54, 23.81, 162.2222,
120.54, 23.82, 162.8484,
120.54, 23.83, 164.7816,
120.54, 23.84, 167.1574,
120.54, 23.85, 169.4251,
120.54, 23.86, 171.1538,
120.54, 23.87, 173.1694,
120.54, 23.88, 176.0703,
120.54, 23.89, 179.1438,
120.54, 23.90, 181.8434,
120.54, 23.91, 180.7740,
120.54, 23.92, 180.2722,
120.54, 23.93, 178.9151,
120.54, 23.94, 177.7474,
120.54, 23.95, 180.0087,
120.54, 23.96, 184.8235,
120.54, 23.97, 191.0310,
120.54, 23.98, 197.4880,
120.54, 23.99, 203.7081,
120.54, 24.00, 192.3676,
120.54, 24.01, 181.4403,
120.54, 24.02, 172.5629,
120.54, 24.03, 167.0861,
120.54, 24.04, 165.8106,
120.54, 24.05, 166.2783,
120.54, 24.06, 168.9314,
120.54, 24.07, 163.5216,
120.54, 24.08, 154.6453,
120.54, 24.09, 156.1404,
120.54, 24.10, 157.7826,
120.54, 24.11, 158.9739,
120.54, 24.12, 160.5967,
120.54, 24.13, 162.5824,
120.54, 24.14, 164.2961,
120.54, 24.15, 166.1817,
120.54, 24.16, 165.7413,
120.54, 24.17, 165.7261,
120.54, 24.18, 165.5710,
120.54, 24.19, 165.8862,
120.54, 24.20, 167.4177,
120.54, 24.21, 169.6487,
120.54, 24.22, 173.0956,
120.54, 24.23, 176.9786,
120.54, 24.24, 180.8310,
120.54, 24.25, 182.8179,
120.54, 24.26, 182.8323,
120.54, 24.27, 177.2769,
120.54, 24.28, 170.2351,
120.54, 24.29, 165.4104,
120.54, 24.30, 161.6016,
120.54, 24.31, 160.0310,
120.54, 24.32, 158.2959,
120.54, 24.33, 156.6366,
120.54, 24.34, 154.9566,
120.55, 22.39, 218.9719,
120.55, 22.40, 221.1782,
120.55, 22.41, 228.2540,
120.55, 22.42, 242.6679,
120.55, 22.43, 240.3605,
120.55, 22.44, 238.9268,
120.55, 22.45, 239.2816,
120.55, 22.46, 240.4547,
120.55, 22.47, 242.4062,
120.55, 22.48, 246.3350,
120.55, 22.49, 251.6889,
120.55, 22.50, 266.2322,
120.55, 22.51, 267.9860,
120.55, 22.52, 268.1405,
120.55, 22.53, 271.8705,
120.55, 22.54, 261.5107,
120.55, 22.55, 250.0241,
120.55, 22.56, 246.1963,
120.55, 22.57, 247.2815,
120.55, 22.58, 251.3869,
120.55, 22.59, 246.5378,
120.55, 22.60, 244.3324,
120.55, 22.61, 246.8575,
120.55, 22.62, 248.6216,
120.55, 22.63, 244.9596,
120.55, 22.64, 245.0399,
120.55, 22.65, 259.7761,
120.55, 22.66, 277.8455,
120.55, 22.67, 270.6560,
120.55, 22.68, 271.3732,
120.55, 22.69, 272.5728,
120.55, 22.70, 268.9483,
120.55, 22.71, 264.6194,
120.55, 22.72, 260.7212,
120.55, 22.73, 257.3110,
120.55, 22.74, 254.0606,
120.55, 22.75, 258.3231,
120.55, 22.76, 251.3850,
120.55, 22.77, 249.5945,
120.55, 22.78, 249.8566,
120.55, 22.79, 250.2906,
120.55, 22.80, 251.9028,
120.55, 22.81, 253.6632,
120.55, 22.82, 256.0400,
120.55, 22.83, 257.7763,
120.55, 22.84, 259.6408,
120.55, 22.85, 253.0965,
120.55, 22.86, 259.0587,
120.55, 22.87, 254.2965,
120.55, 22.88, 250.6882,
120.55, 22.89, 256.7662,
120.55, 22.90, 261.0498,
120.55, 22.91, 266.6706,
120.55, 22.92, 271.6831,
120.55, 22.93, 276.8733,
120.55, 22.94, 282.6582,
120.55, 22.95, 289.7038,
120.55, 22.96, 297.5143,
120.55, 22.97, 303.5456,
120.55, 22.98, 306.1141,
120.55, 22.99, 308.6441,
120.55, 23.00, 312.5701,
120.55, 23.01, 315.4159,
120.55, 23.02, 318.0372,
120.55, 23.03, 322.1594,
120.55, 23.04, 326.4160,
120.55, 23.05, 330.7307,
120.55, 23.06, 335.1064,
120.55, 23.07, 339.4143,
120.55, 23.08, 342.7523,
120.55, 23.09, 343.0476,
120.55, 23.10, 343.2701,
120.55, 23.11, 342.7192,
120.55, 23.12, 341.2630,
120.55, 23.13, 339.1595,
120.55, 23.14, 335.0286,
120.55, 23.15, 329.1131,
120.55, 23.16, 323.2800,
120.55, 23.17, 318.8636,
120.55, 23.18, 313.3012,
120.55, 23.19, 309.0177,
120.55, 23.20, 306.0541,
120.55, 23.21, 304.1828,
120.55, 23.22, 303.2652,
120.55, 23.23, 303.2716,
120.55, 23.24, 304.4240,
120.55, 23.25, 308.5717,
120.55, 23.26, 316.2610,
120.55, 23.27, 317.7090,
120.55, 23.28, 313.8703,
120.55, 23.29, 309.5601,
120.55, 23.30, 304.6227,
120.55, 23.31, 298.0222,
120.55, 23.32, 292.8989,
120.55, 23.33, 290.8899,
120.55, 23.34, 288.6097,
120.55, 23.35, 286.1131,
120.55, 23.36, 282.1198,
120.55, 23.37, 278.9178,
120.55, 23.38, 276.3790,
120.55, 23.39, 273.4515,
120.55, 23.40, 269.4121,
120.55, 23.41, 265.5162,
120.55, 23.42, 261.6724,
120.55, 23.43, 258.6024,
120.55, 23.44, 256.7881,
120.55, 23.45, 256.7195,
120.55, 23.46, 258.6249,
120.55, 23.47, 260.8161,
120.55, 23.48, 262.3649,
120.55, 23.49, 261.6191,
120.55, 23.50, 259.8519,
120.55, 23.51, 258.7401,
120.55, 23.52, 253.0828,
120.55, 23.53, 242.9895,
120.55, 23.54, 238.0986,
120.55, 23.55, 232.7125,
120.55, 23.56, 226.5904,
120.55, 23.57, 221.6246,
120.55, 23.58, 217.9991,
120.55, 23.59, 217.6924,
120.55, 23.60, 215.1070,
120.55, 23.61, 213.5441,
120.55, 23.62, 213.3251,
120.55, 23.63, 214.0236,
120.55, 23.64, 215.7338,
120.55, 23.65, 217.3454,
120.55, 23.66, 208.9341,
120.55, 23.67, 205.0170,
120.55, 23.68, 202.3788,
120.55, 23.69, 198.3146,
120.55, 23.70, 197.4155,
120.55, 23.71, 191.1151,
120.55, 23.72, 190.4606,
120.55, 23.73, 191.0794,
120.55, 23.74, 189.4534,
120.55, 23.75, 182.1906,
120.55, 23.76, 176.3293,
120.55, 23.77, 171.5484,
120.55, 23.78, 165.7401,
120.55, 23.79, 162.2725,
120.55, 23.80, 160.9250,
120.55, 23.81, 160.7764,
120.55, 23.82, 161.9737,
120.55, 23.83, 165.0308,
120.55, 23.84, 168.1763,
120.55, 23.85, 170.7353,
120.55, 23.86, 171.6376,
120.55, 23.87, 173.7407,
120.55, 23.88, 176.1900,
120.55, 23.89, 178.3012,
120.55, 23.90, 179.2284,
120.55, 23.91, 177.2294,
120.55, 23.92, 175.7779,
120.55, 23.93, 175.4795,
120.55, 23.94, 176.2771,
120.55, 23.95, 178.3032,
120.55, 23.96, 182.6912,
120.55, 23.97, 188.7371,
120.55, 23.98, 193.1157,
120.55, 23.99, 194.3573,
120.55, 24.00, 190.2849,
120.55, 24.01, 186.2651,
120.55, 24.02, 180.1698,
120.55, 24.03, 173.0462,
120.55, 24.04, 169.9525,
120.55, 24.05, 167.6925,
120.55, 24.06, 166.2967,
120.55, 24.07, 163.5887,
120.55, 24.08, 158.0776,
120.55, 24.09, 164.9932,
120.55, 24.10, 161.4090,
120.55, 24.11, 162.4319,
120.55, 24.12, 164.4933,
120.55, 24.13, 166.7927,
120.55, 24.14, 169.5093,
120.55, 24.15, 172.1503,
120.55, 24.16, 172.2408,
120.55, 24.17, 170.4702,
120.55, 24.18, 169.6548,
120.55, 24.19, 169.1751,
120.55, 24.20, 169.9639,
120.55, 24.21, 171.9713,
120.55, 24.22, 175.9933,
120.55, 24.23, 178.5561,
120.55, 24.24, 179.4212,
120.55, 24.25, 179.0929,
120.55, 24.26, 178.1220,
120.55, 24.27, 177.4692,
120.55, 24.28, 174.4922,
120.55, 24.29, 170.0817,
120.55, 24.30, 166.4982,
120.55, 24.31, 160.8307,
120.55, 24.32, 159.4722,
120.55, 24.33, 157.7565,
120.55, 24.34, 156.1054,
120.55, 24.35, 154.4125,
120.56, 22.38, 223.8637,
120.56, 22.39, 224.8882,
120.56, 22.40, 229.4856,
120.56, 22.41, 241.5739,
120.56, 22.42, 249.7154,
120.56, 22.43, 248.9392,
120.56, 22.44, 247.5231,
120.56, 22.45, 248.6497,
120.56, 22.46, 249.9405,
120.56, 22.47, 251.5342,
120.56, 22.48, 255.4731,
120.56, 22.49, 270.8229,
120.56, 22.50, 284.2263,
120.56, 22.51, 281.2696,
120.56, 22.52, 274.1589,
120.56, 22.53, 271.6701,
120.56, 22.54, 272.8894,
120.56, 22.55, 266.7478,
120.56, 22.56, 259.4700,
120.56, 22.57, 255.9512,
120.56, 22.58, 248.5469,
120.56, 22.59, 246.3075,
120.56, 22.60, 247.4573,
120.56, 22.61, 251.6011,
120.56, 22.62, 251.2209,
120.56, 22.63, 246.4652,
120.56, 22.64, 249.8611,
120.56, 22.65, 266.4848,
120.56, 22.66, 279.8798,
120.56, 22.67, 275.8956,
120.56, 22.68, 272.2087,
120.56, 22.69, 269.8716,
120.56, 22.70, 267.2295,
120.56, 22.71, 264.0630,
120.56, 22.72, 261.6452,
120.56, 22.73, 259.0020,
120.56, 22.74, 256.2202,
120.56, 22.75, 255.5357,
120.56, 22.76, 253.4582,
120.56, 22.77, 250.5223,
120.56, 22.78, 250.6704,
120.56, 22.79, 250.9313,
120.56, 22.80, 251.1703,
120.56, 22.81, 252.9961,
120.56, 22.82, 255.6165,
120.56, 22.83, 259.9459,
120.56, 22.84, 265.3493,
120.56, 22.85, 254.1673,
120.56, 22.86, 258.4968,
120.56, 22.87, 258.9933,
120.56, 22.88, 257.6337,
120.56, 22.89, 261.5551,
120.56, 22.90, 267.6302,
120.56, 22.91, 270.4428,
120.56, 22.92, 274.2096,
120.56, 22.93, 279.2676,
120.56, 22.94, 285.2426,
120.56, 22.95, 291.7460,
120.56, 22.96, 297.5074,
120.56, 22.97, 302.3247,
120.56, 22.98, 306.5280,
120.56, 22.99, 311.5824,
120.56, 23.00, 317.0028,
120.56, 23.01, 321.7863,
120.56, 23.02, 325.4835,
120.56, 23.03, 329.7253,
120.56, 23.04, 333.9591,
120.56, 23.05, 338.1867,
120.56, 23.06, 342.3646,
120.56, 23.07, 346.4278,
120.56, 23.08, 351.7946,
120.56, 23.09, 354.6357,
120.56, 23.10, 355.5398,
120.56, 23.11, 355.1951,
120.56, 23.12, 353.6657,
120.56, 23.13, 350.7274,
120.56, 23.14, 344.8787,
120.56, 23.15, 336.7767,
120.56, 23.16, 328.3406,
120.56, 23.17, 320.5492,
120.56, 23.18, 312.7568,
120.56, 23.19, 306.5346,
120.56, 23.20, 302.4592,
120.56, 23.21, 299.6924,
120.56, 23.22, 298.1650,
120.56, 23.23, 298.1335,
120.56, 23.24, 300.5851,
120.56, 23.25, 309.7921,
120.56, 23.26, 323.5563,
120.56, 23.27, 324.3187,
120.56, 23.28, 321.5579,
120.56, 23.29, 317.3773,
120.56, 23.30, 312.3929,
120.56, 23.31, 304.6562,
120.56, 23.32, 298.3894,
120.56, 23.33, 297.8589,
120.56, 23.34, 295.0320,
120.56, 23.35, 290.8543,
120.56, 23.36, 286.0872,
120.56, 23.37, 284.0825,
120.56, 23.38, 283.4862,
120.56, 23.39, 281.8780,
120.56, 23.40, 279.3496,
120.56, 23.41, 276.0310,
120.56, 23.42, 272.5675,
120.56, 23.43, 269.4314,
120.56, 23.44, 267.3832,
120.56, 23.45, 267.2719,
120.56, 23.46, 274.1257,
120.56, 23.47, 280.3945,
120.56, 23.48, 269.2787,
120.56, 23.49, 266.2794,
120.56, 23.50, 261.3742,
120.56, 23.51, 254.9451,
120.56, 23.52, 248.6816,
120.56, 23.53, 249.9101,
120.56, 23.54, 249.6303,
120.56, 23.55, 245.4214,
120.56, 23.56, 238.7563,
120.56, 23.57, 231.1931,
120.56, 23.58, 225.7788,
120.56, 23.59, 220.8304,
120.56, 23.60, 218.1443,
120.56, 23.61, 215.8403,
120.56, 23.62, 214.5681,
120.56, 23.63, 214.5862,
120.56, 23.64, 216.8861,
120.56, 23.65, 214.7184,
120.56, 23.66, 206.8773,
120.56, 23.67, 204.2524,
120.56, 23.68, 202.1440,
120.56, 23.69, 197.7155,
120.56, 23.70, 193.7824,
120.56, 23.71, 192.9871,
120.56, 23.72, 194.5394,
120.56, 23.73, 196.2908,
120.56, 23.74, 199.4043,
120.56, 23.75, 206.1162,
120.56, 23.76, 185.2417,
120.56, 23.77, 174.4120,
120.56, 23.78, 166.1794,
120.56, 23.79, 162.4751,
120.56, 23.80, 163.9383,
120.56, 23.81, 164.8795,
120.56, 23.82, 160.8664,
120.56, 23.83, 166.5577,
120.56, 23.84, 171.2305,
120.56, 23.85, 171.8449,
120.56, 23.86, 172.0162,
120.56, 23.87, 174.1793,
120.56, 23.88, 176.4948,
120.56, 23.89, 178.1009,
120.56, 23.90, 178.0002,
120.56, 23.91, 175.6613,
120.56, 23.92, 173.4730,
120.56, 23.93, 173.8259,
120.56, 23.94, 175.4594,
120.56, 23.95, 177.5505,
120.56, 23.96, 181.8801,
120.56, 23.97, 187.8021,
120.56, 23.98, 188.9996,
120.56, 23.99, 187.8933,
120.56, 24.00, 186.0793,
120.56, 24.01, 185.3705,
120.56, 24.02, 181.8098,
120.56, 24.03, 176.5161,
120.56, 24.04, 172.6873,
120.56, 24.05, 169.6210,
120.56, 24.06, 166.7279,
120.56, 24.07, 163.5464,
120.56, 24.08, 165.5117,
120.56, 24.09, 170.8229,
120.56, 24.10, 165.8439,
120.56, 24.11, 166.4086,
120.56, 24.12, 168.9142,
120.56, 24.13, 172.0941,
120.56, 24.14, 175.9841,
120.56, 24.15, 180.0549,
120.56, 24.16, 179.7207,
120.56, 24.17, 176.7106,
120.56, 24.18, 174.5689,
120.56, 24.19, 173.6116,
120.56, 24.20, 173.0570,
120.56, 24.21, 174.3018,
120.56, 24.22, 178.9345,
120.56, 24.23, 179.3919,
120.56, 24.24, 177.0292,
120.56, 24.25, 175.2905,
120.56, 24.26, 174.7603,
120.56, 24.27, 175.7656,
120.56, 24.28, 176.0084,
